ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202501876,FIR202504243,P007910,Fraud,BNS 318(4),PI Ramesh Gowda,Bidar District & Sessions Court,8,24,2026-01-29,Accepted
CS202502103,FIR202504978,P008651,Murder,BNS 103(1),PI Chetan Kumar,Ballari District & Sessions Court,14,8,2026-01-29,Filed
CS202502537,FIR202501517,P007908,Theft,BNS 303(2),SI Ravi Kumar,Bidar District & Sessions Court,2,3,2026-01-29,Pending Scrutiny
CS202502261,FIR202500639,P005407,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Bidar District & Sessions Court,13,27,2026-01-29,Filed
CS202502052,FIR202500153,P006688,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Bagalkote District & Sessions Court,17,8,2026-01-30,Pending Scrutiny
CS202502285,FIR202503933,P003192,Dacoity,BNS 310(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,9,17,2026-01-30,Filed
CS202502383,FIR202503053,P002141,Dacoity,BNS 310(2),PI Naveen Patil,Bidar District & Sessions Court,7,10,2026-01-30,Filed
CS202502001,FIR202503157,P006667,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Bidar District & Sessions Court,3,20,2026-01-30,Returned for Correction
CS202502368,FIR202503637,P005046,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Belagavi District & Sessions Court,4,29,2026-01-30,Pending Scrutiny
CS202502171,FIR202500364,P001621,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,3,25,2026-01-30,Returned for Correction
CS202502130,FIR202504424,P007918,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Bengaluru Urban District & Sessions Court,14,13,2026-01-30,Accepted
CS202502125,FIR202500705,P008934,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Bagalkote District & Sessions Court,3,18,2026-01-30,Filed
CS202502587,FIR202503757,P003322,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,14,23,2026-01-30,Returned for Correction
CS202502362,FIR202500519,P002014,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,14,5,2026-01-30,Pending Scrutiny
CS202502246,FIR202500300,P004077,Murder,BNS 103(1),PI Naveen Patil,Bengaluru Rural District & Sessions Court,9,21,2026-01-30,Filed
CS202502134,FIR202500076,P003213,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bidar District & Sessions Court,14,27,2026-01-30,Filed
CS202502083,FIR202504469,P008269,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bidar District & Sessions Court,4,15,2026-01-31,Pending Scrutiny
CS202502381,FIR202501953,P001534,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bidar District & Sessions Court,3,16,2026-01-31,Filed
CS202502404,FIR202500157,P009441,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Bagalkote District & Sessions Court,3,16,2026-01-31,Pending Scrutiny
CS202502161,FIR202501714,P004690,Murder,BNS 103(1),PI Harish Naik,Chamarajanagar District & Sessions Court,13,5,2026-01-31,Pending Scrutiny
CS202502213,FIR202500368,P000819,Vehicle Theft,BNS 303(2),SI Divya Hegde,Bengaluru Rural District & Sessions Court,13,29,2026-01-31,Filed
CS202502175,FIR202503190,P000304,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Chamarajanagar District & Sessions Court,17,8,2026-01-31,Filed
CS202502059,FIR202500648,P009163,Theft,BNS 303(2),PI Naveen Patil,Chamarajanagar District & Sessions Court,4,14,2026-01-31,Returned for Correction
CS202502255,FIR202502168,P006353,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,4,30,2026-01-31,Returned for Correction
CS202502351,FIR202500299,P005173,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,13,26,2026-01-31,Returned for Correction
CS202502379,FIR202501337,P007129,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Chamarajanagar District & Sessions Court,10,18,2026-01-31,Pending Scrutiny
CS202501935,FIR202501275,P009823,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,2,25,2026-02-01,Returned for Correction
CS202502195,FIR202503140,P000978,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,7,27,2026-02-01,Accepted
CS202502276,FIR202504305,P001943,Robbery,BNS 309(4),PI Chetan Kumar,Chamarajanagar District & Sessions Court,8,23,2026-02-01,Returned for Correction
CS202502188,FIR202500132,P006158,Dacoity,BNS 310(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,2,25,2026-02-01,Accepted
CS202502270,FIR202500919,P000600,Robbery,BNS 309(4),PI Naveen Patil,Belagavi District & Sessions Court,3,20,2026-02-01,Pending Scrutiny
CS202501986,FIR202502671,P005282,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bengaluru Urban District & Sessions Court,2,13,2026-02-01,Accepted
CS202502154,FIR202500105,P008661,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Bidar District & Sessions Court,16,13,2026-02-02,Returned for Correction
CS202502085,FIR202504415,P002123,Dacoity,BNS 310(2),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,2,6,2026-02-02,Returned for Correction
CS202502094,FIR202500198,P008391,Fraud,BNS 318(4),SI Ravi Kumar,Belagavi District & Sessions Court,2,9,2026-02-02,Accepted
CS202502324,FIR202504071,P009076,Robbery,BNS 309(4),SI Divya Hegde,Bidar District & Sessions Court,14,26,2026-02-02,Pending Scrutiny
CS202501895,FIR202503770,P000457,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,7,15,2026-02-02,Returned for Correction
CS202502319,FIR202503780,P003878,Murder,BNS 103(1),PI Harish Naik,Bidar District & Sessions Court,16,27,2026-02-02,Pending Scrutiny
CS202502345,FIR202501685,P007734,NDPS,NDPS Act Sec 20(b),PI Ramesh Gowda,Ballari District & Sessions Court,17,22,2026-02-02,Pending Scrutiny
CS202502288,FIR202504372,P005582,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Belagavi District & Sessions Court,8,5,2026-02-03,Returned for Correction
CS202502145,FIR202502651,P002009,Fraud,BNS 318(4),PI Chetan Kumar,Chamarajanagar District & Sessions Court,9,30,2026-02-03,Accepted
CS202502482,FIR202502784,P003267,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Chamarajanagar District & Sessions Court,9,29,2026-02-04,Filed
CS202502127,FIR202504703,P000693,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bidar District & Sessions Court,14,11,2026-02-04,Pending Scrutiny
CS202502299,FIR202502280,P007777,Fraud,BNS 318(4),PI Lakshmi Devi,Bagalkote District & Sessions Court,8,24,2026-02-04,Accepted
CS202502521,FIR202502892,P007378,Fraud,BNS 318(4),SI Ganesh Rao,Bagalkote District & Sessions Court,14,14,2026-02-04,Returned for Correction
CS202502164,FIR202500887,P005997,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Chikkaballapura District & Sessions Court,11,23,2026-02-04,Filed
CS202502463,FIR202500144,P006326,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bidar District & Sessions Court,13,30,2026-02-04,Filed
CS202502234,FIR202503014,P006818,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Ballari District & Sessions Court,11,11,2026-02-04,Pending Scrutiny
CS202502445,FIR202501243,P008168,Robbery,BNS 309(4),PI Naveen Patil,Chikkaballapura District & Sessions Court,14,7,2026-02-05,Returned for Correction
CS202502491,FIR202503405,P003508,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bagalkote District & Sessions Court,4,19,2026-02-05,Returned for Correction
CS202502335,FIR202502523,P007795,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Bidar District & Sessions Court,6,5,2026-02-05,Pending Scrutiny
CS202501896,FIR202500151,P005726,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,11,3,2026-02-05,Pending Scrutiny
CS202502442,FIR202503247,P002523,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Belagavi District & Sessions Court,8,3,2026-02-05,Filed
CS202502443,FIR202501006,P003672,Robbery,BNS 309(4),PI Harish Naik,Chamarajanagar District & Sessions Court,6,12,2026-02-05,Accepted
CS202502201,FIR202501974,P000588,Theft,BNS 303(2),PI Ramesh Gowda,Bagalkote District & Sessions Court,2,17,2026-02-05,Accepted
CS202502267,FIR202503127,P009914,Robbery,BNS 309(4),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,13,3,2026-02-05,Pending Scrutiny
CS202502274,FIR202504254,P007794,Fraud,BNS 318(4),PI Lakshmi Devi,Bagalkote District & Sessions Court,15,14,2026-02-05,Returned for Correction
CS202502141,FIR202504715,P005434,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bengaluru Urban District & Sessions Court,8,11,2026-02-05,Filed
CS202502426,FIR202502970,P006380,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Bengaluru Urban District & Sessions Court,16,19,2026-02-06,Pending Scrutiny
CS202502109,FIR202501975,P002764,Robbery,BNS 309(4),SI Divya Hegde,Chamarajanagar District & Sessions Court,9,21,2026-02-06,Filed
CS202502584,FIR202502254,P009612,Murder,BNS 103(1),PI Suresh Kulkarni,Belagavi District & Sessions Court,15,4,2026-02-06,Accepted
CS202502425,FIR202502418,P009275,Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,2,12,2026-02-06,Filed
CS202502430,FIR202503185,P005492,Dacoity,BNS 310(2),PI Harish Naik,Chikkaballapura District & Sessions Court,16,23,2026-02-06,Filed
CS202502180,FIR202504836,P001512,Fraud,BNS 318(4),PI Naveen Patil,Bagalkote District & Sessions Court,3,29,2026-02-06,Pending Scrutiny
CS202502510,FIR202503909,P000997,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Bidar District & Sessions Court,12,7,2026-02-06,Pending Scrutiny
CS202502576,FIR202504452,P004697,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Bengaluru Urban District & Sessions Court,7,18,2026-02-06,Returned for Correction
CS202501959,FIR202500873,P004119,Dacoity,BNS 310(2),PI Ramesh Gowda,Ballari District & Sessions Court,17,9,2026-02-07,Accepted
CS202502268,FIR202503312,P009304,Fraud,BNS 318(4),PI Naveen Patil,Bengaluru Urban District & Sessions Court,14,16,2026-02-07,Pending Scrutiny
CS202502315,FIR202502548,P002700,Vehicle Theft,BNS 303(2),PI Harish Naik,Bengaluru Rural District & Sessions Court,2,13,2026-02-07,Accepted
CS202502123,FIR202504164,P004711,Robbery,BNS 309(4),PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,5,7,2026-02-07,Filed
CS202502190,FIR202503141,P005574,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Ballari District & Sessions Court,10,15,2026-02-07,Pending Scrutiny
CS202501953,FIR202503316,P007290,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bengaluru Rural District & Sessions Court,8,26,2026-02-08,Filed
CS202502259,FIR202500204,P001092,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Ballari District & Sessions Court,18,23,2026-02-08,Pending Scrutiny
CS202502286,FIR202500051,P007094,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bengaluru Urban District & Sessions Court,12,15,2026-02-08,Pending Scrutiny
CS202502011,FIR202503350,P004405,Fraud,BNS 318(4),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,12,18,2026-02-08,Filed
CS202502400,FIR202504369,P006023,Robbery,BNS 309(4),SI Divya Hegde,Chikkaballapura District & Sessions Court,10,10,2026-02-08,Returned for Correction
CS202502080,FIR202502205,P007691,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Ballari District & Sessions Court,4,15,2026-02-08,Filed
CS202502204,FIR202500958,P003418,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Bengaluru Rural District & Sessions Court,10,4,2026-02-09,Accepted
CS202502398,FIR202504995,P004522,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Chikkaballapura District & Sessions Court,4,6,2026-02-09,Accepted
CS202502464,FIR202503167,P002558,Fraud,BNS 318(4),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,5,14,2026-02-09,Pending Scrutiny
CS202502469,FIR202502105,P001388,Theft,BNS 303(2),SI Prakash Sharma,Chikkaballapura District & Sessions Court,15,23,2026-02-09,Pending Scrutiny
CS202502403,FIR202501026,P004083,Fraud,BNS 318(4),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,14,21,2026-02-09,Filed
CS202502559,FIR202500126,P005546,Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,13,29,2026-02-09,Returned for Correction
CS202502428,FIR202500465,P003654,Robbery,BNS 309(4),PI Lakshmi Devi,Bagalkote District & Sessions Court,7,21,2026-02-09,Filed
CS202502243,FIR202500350,P005540,Dacoity,BNS 310(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,9,22,2026-02-09,Filed
CS202502065,FIR202503859,P002955,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Belagavi District & Sessions Court,10,19,2026-02-09,Accepted
CS202502284,FIR202503618,P003362,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,8,13,2026-02-09,Accepted
CS202502072,FIR202502303,P008932,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Chamarajanagar District & Sessions Court,16,20,2026-02-09,Pending Scrutiny
CS202502219,FIR202504218,P009287,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Chamarajanagar District & Sessions Court,11,29,2026-02-10,Filed
CS202502189,FIR202502622,P009189,Murder,BNS 103(1),SI Ravi Kumar,Chikkaballapura District & Sessions Court,12,11,2026-02-10,Pending Scrutiny
CS202502245,FIR202504383,P001698,Fraud,BNS 318(4),PI Lakshmi Devi,Ballari District & Sessions Court,15,17,2026-02-10,Filed
CS202502448,FIR202500734,P006552,Murder,BNS 103(1),PI Lakshmi Devi,Bidar District & Sessions Court,5,21,2026-02-10,Pending Scrutiny
CS202502248,FIR202503196,P000144,Theft,BNS 303(2),SI Divya Hegde,Bagalkote District & Sessions Court,6,27,2026-02-10,Pending Scrutiny
CS202502155,FIR202500854,P004016,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bagalkote District & Sessions Court,10,11,2026-02-10,Returned for Correction
CS202502209,FIR202502004,P006968,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Ballari District & Sessions Court,5,20,2026-02-10,Returned for Correction
CS202502432,FIR202500911,P008237,Murder,BNS 103(1),PI Suresh Kulkarni,Bidar District & Sessions Court,9,14,2026-02-10,Accepted
CS202502467,FIR202501360,P004001,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,6,6,2026-02-10,Returned for Correction
CS202502211,FIR202500748,P000751,Murder,BNS 103(1),PI Naveen Patil,Bagalkote District & Sessions Court,6,9,2026-02-11,Accepted
CS202502306,FIR202502995,P004845,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Bidar District & Sessions Court,3,30,2026-02-11,Accepted
CS202502303,FIR202504574,P006407,Robbery,BNS 309(4),PI Ramesh Gowda,Ballari District & Sessions Court,10,29,2026-02-11,Returned for Correction
CS202502485,FIR202501719,P004813,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Chikkaballapura District & Sessions Court,14,19,2026-02-11,Returned for Correction
CS202502355,FIR202502382,P009217,Murder,BNS 103(1),SI Divya Hegde,Bengaluru Urban District & Sessions Court,6,21,2026-02-11,Returned for Correction
CS202502295,FIR202501689,P003983,Murder,BNS 103(1),SI Ganesh Rao,Chamarajanagar District & Sessions Court,15,21,2026-02-11,Pending Scrutiny
CS202502212,FIR202501268,P002424,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Bengaluru Urban District & Sessions Court,12,18,2026-02-11,Returned for Correction
CS202502023,FIR202503565,P001015,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,10,3,2026-02-12,Filed
CS202502237,FIR202502172,P006482,Dacoity,BNS 310(2),SI Mahesh Bhat,Bagalkote District & Sessions Court,14,18,2026-02-12,Filed
CS202502573,FIR202504502,P001582,Murder,BNS 103(1),PI Chetan Kumar,Chamarajanagar District & Sessions Court,6,20,2026-02-12,Pending Scrutiny
CS202502015,FIR202502440,P001763,Fraud,BNS 318(4),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,17,8,2026-02-12,Returned for Correction
CS202502451,FIR202504228,P001479,Vehicle Theft,BNS 303(2),SI Divya Hegde,Bidar District & Sessions Court,8,10,2026-02-12,Pending Scrutiny
CS202502439,FIR202500549,P006173,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,13,13,2026-02-12,Pending Scrutiny
CS202502421,FIR202504273,P008131,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,13,23,2026-02-12,Accepted
CS202502153,FIR202503401,P008985,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,17,21,2026-02-12,Pending Scrutiny
CS202502366,FIR202500562,P000830,Murder,BNS 103(1),SI Mahesh Bhat,Ballari District & Sessions Court,17,10,2026-02-12,Returned for Correction
CS202502216,FIR202500994,P001046,Robbery,BNS 309(4),PI Chetan Kumar,Chikkaballapura District & Sessions Court,14,9,2026-02-12,Accepted
CS202502302,FIR202502785,P005211,Burglary,"BNS 331(3), BNS 331(4)",PI Lakshmi Devi,Belagavi District & Sessions Court,10,26,2026-02-13,Accepted
CS202502131,FIR202500009,P008229,Fraud,BNS 318(4),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,14,29,2026-02-13,Accepted
CS202502434,FIR202500940,P008096,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,8,4,2026-02-13,Returned for Correction
CS202502438,FIR202502950,P008678,Dacoity,BNS 310(2),SI Prakash Sharma,Chamarajanagar District & Sessions Court,15,10,2026-02-14,Filed
CS202502476,FIR202503519,P004306,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bengaluru Rural District & Sessions Court,13,6,2026-02-14,Filed
CS202502433,FIR202500998,P007812,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Chikkaballapura District & Sessions Court,6,4,2026-02-14,Pending Scrutiny
CS202502504,FIR202501013,P001126,Robbery,BNS 309(4),SI Ravi Kumar,Chamarajanagar District & Sessions Court,6,4,2026-02-14,Pending Scrutiny
CS202502545,FIR202502150,P003865,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Urban District & Sessions Court,16,4,2026-02-14,Filed
CS202502191,FIR202501491,P008657,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Ballari District & Sessions Court,4,16,2026-02-14,Filed
CS202502349,FIR202504445,P002543,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Chikkaballapura District & Sessions Court,16,6,2026-02-15,Accepted
CS202502322,FIR202500083,P005006,Dacoity,BNS 310(2),PI Lakshmi Devi,Bidar District & Sessions Court,3,25,2026-02-15,Returned for Correction
CS202502113,FIR202502171,P007666,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,12,24,2026-02-15,Filed
CS202502124,FIR202500117,P008000,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,9,18,2026-02-15,Pending Scrutiny
CS202502402,FIR202501332,P000417,Murder,BNS 103(1),SI Prakash Sharma,Bidar District & Sessions Court,10,27,2026-02-15,Pending Scrutiny
CS202502278,FIR202504692,P008833,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Ballari District & Sessions Court,8,17,2026-02-15,Pending Scrutiny
CS202502281,FIR202501888,P000610,Fraud,BNS 318(4),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,15,16,2026-02-15,Filed
CS202502518,FIR202500938,P005552,Fraud,BNS 318(4),SI Prakash Sharma,Bagalkote District & Sessions Court,11,9,2026-02-15,Accepted
CS202502290,FIR202503773,P005870,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Chamarajanagar District & Sessions Court,7,20,2026-02-15,Accepted
CS202502159,FIR202503693,P001581,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,16,13,2026-02-16,Pending Scrutiny
CS202502472,FIR202503822,P007118,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Bagalkote District & Sessions Court,9,17,2026-02-16,Returned for Correction
CS202502429,FIR202501251,P007584,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,6,19,2026-02-16,Accepted
CS202502457,FIR202500859,P000571,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Bidar District & Sessions Court,11,12,2026-02-16,Returned for Correction
CS202502405,FIR202502761,P002873,Dacoity,BNS 310(2),SI Ganesh Rao,Chikkaballapura District & Sessions Court,6,4,2026-02-16,Filed
CS202502563,FIR202502442,P008978,Murder,BNS 103(1),PI Naveen Patil,Bidar District & Sessions Court,18,6,2026-02-16,Pending Scrutiny
CS202502312,FIR202500779,P007220,Fraud,BNS 318(4),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,6,28,2026-02-16,Returned for Correction
CS202502382,FIR202500407,P000552,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Chikkaballapura District & Sessions Court,9,24,2026-02-16,Returned for Correction
CS202502304,FIR202502882,P007306,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Chamarajanagar District & Sessions Court,18,24,2026-02-16,Returned for Correction
